# User:
# joku8258
# Hostname:
# c3cpu-c15-u1-1.rc.int.colorado.edu
# CPU info:
# Architecture:        x86_64
# CPU op-mode(s):      32-bit, 64-bit
# Byte Order:          Little Endian
# CPU(s):              64
# On-line CPU(s) list: 0-63
# Thread(s) per core:  1
# Core(s) per socket:  64
# Socket(s):           1
# NUMA node(s):        1
# Vendor ID:           AuthenticAMD
# CPU family:          25
# Model:               1
# Model name:          AMD EPYC 7713P 64-Core Processor
# Stepping:            1
# CPU MHz:             2505.904
# Computation started at:
# Tue Feb  6 12:06:53 MST 2024
# git commit: f14e4249c69ec30b53491297049546f3ef1d8a55, branch: master, compiled at: Wed Jan 31 10:48:31 MST 2024
#
# nproc used: 1
#
# Number of orbitals:  17, nalpha:  4, nbeta:  4
# Initial state energy:  -152.063
# Number of Cholesky vectors: 143
#
# block     propTime           eshift          weight             energy          cumulative_energy          walltime         Orbital_Energy
   210     5.250e+01       -1.51996e+02     9.88973e-01      -1.521943462e+02         -1.522431998e+02       3.57e-01          -1.926236530e-02
   211     5.275e+01       -1.52188e+02     9.98606e-01      -1.521179446e+02         -1.522424258e+02       3.59e-01          -2.048484462e-02
   212     5.300e+01       -1.52295e+02     1.00447e+00      -1.522753304e+02         -1.522426291e+02       3.60e-01          -8.197680301e-02
   213     5.325e+01       -1.51986e+02     9.88716e-01      -1.520914371e+02         -1.522417154e+02       3.62e-01          -7.252152342e-03
   214     5.350e+01       -1.52683e+02     1.02441e+00      -1.522255226e+02         -1.522416146e+02       3.63e-01          -4.785353712e-02
   215     5.375e+01       -1.52030e+02     9.91384e-01      -1.521309379e+02         -1.522409521e+02       3.65e-01          -7.844300451e-03
   216     5.400e+01       -1.52045e+02     9.92482e-01      -1.520965467e+02         -1.522400919e+02       3.66e-01          -3.263077532e-03
   217     5.425e+01       -1.52155e+02     9.98436e-01      -1.520845399e+02         -1.522391653e+02       3.67e-01          -5.924931880e-03
   218     5.450e+01       -1.52345e+02     1.00852e+00      -1.522124991e+02         -1.522390059e+02       3.69e-01          -3.505059803e-02
   219     5.475e+01       -1.52714e+02     1.02707e+00      -1.523896603e+02         -1.522399179e+02       3.70e-01          -8.615831904e-02
   220     5.500e+01       -1.52020e+02     9.90996e-01      -1.520980901e+02         -1.522390943e+02       3.72e-01          -1.405020496e-02
   221     5.525e+01       -1.52392e+02     1.01012e+00      -1.521476248e+02         -1.522385560e+02       3.80e-01          -2.734616089e-02
   222     5.550e+01       -1.52371e+02     1.00930e+00      -1.523081118e+02         -1.522389626e+02       3.81e-01          -7.801200820e-02
   223     5.575e+01       -1.52054e+02     9.92817e-01      -1.522410411e+02         -1.522389745e+02       3.83e-01          -8.904659082e-02
   224     5.600e+01       -1.51856e+02     9.82820e-01      -1.522263229e+02         -1.522389033e+02       3.84e-01          -6.851485417e-02
   225     5.625e+01       -1.52413e+02     1.01046e+00      -1.524865471e+02         -1.522403279e+02       3.86e-01          -1.895954666e-01
   226     5.650e+01       -1.52775e+02     1.02747e+00      -1.522352952e+02         -1.522402987e+02       3.87e-01          -8.547536699e-02
   227     5.675e+01       -1.51634e+02     9.70468e-01      -1.521989661e+02         -1.522400729e+02       3.88e-01          -4.606566298e-02
   228     5.700e+01       -1.52164e+02     9.96691e-01      -1.522758251e+02         -1.522402723e+02       3.90e-01          -2.978930931e-02
   229     5.725e+01       -1.51806e+02     9.78794e-01      -1.521609488e+02         -1.522398401e+02       3.91e-01          4.078209844e-03
   230     5.750e+01       -1.51893e+02     9.83420e-01      -1.520662832e+02         -1.522388950e+02       3.93e-01          3.910019470e-03
   231     5.775e+01       -1.51968e+02     9.87921e-01      -1.520868530e+02         -1.522380678e+02       3.94e-01          -7.670028156e-04
   232     5.800e+01       -1.52250e+02     1.00260e+00      -1.520659972e+02         -1.522371230e+02       3.96e-01          -8.678744441e-03
   233     5.825e+01       -1.51940e+02     9.87819e-01      -1.521615765e+02         -1.522367165e+02       3.97e-01          -3.788890907e-02
   234     5.850e+01       -1.52283e+02     1.00501e+00      -1.521009148e+02         -1.522359771e+02       3.98e-01          -1.030450602e-02
   235     5.875e+01       -1.52419e+02     1.01229e+00      -1.521680467e+02         -1.522356066e+02       4.00e-01          -2.866957365e-02
   236     5.900e+01       -1.52371e+02     1.00987e+00      -1.522936482e+02         -1.522359207e+02       4.01e-01          -7.110910802e-02
   237     5.925e+01       -1.52334e+02     1.00744e+00      -1.523358531e+02         -1.522364573e+02       4.03e-01          -7.860722485e-02
   238     5.950e+01       -1.52166e+02     9.98266e-01      -1.524045015e+02         -1.522373467e+02       4.04e-01          -1.084460676e-01
   239     5.975e+01       -1.51913e+02     9.84705e-01      -1.521727996e+02         -1.522370115e+02       4.06e-01          -4.452540815e-02
   240     6.000e+01       -1.52258e+02     1.00206e+00      -1.522242096e+02         -1.522369442e+02       4.07e-01          -5.498120465e-02
   241     6.025e+01       -1.52017e+02     9.90033e-01      -1.522786392e+02         -1.522371596e+02       4.15e-01          -5.066152898e-02
   242     6.050e+01       -1.51752e+02     9.76683e-01      -1.521466928e+02         -1.522367008e+02       4.17e-01          -2.705512978e-02
   243     6.075e+01       -1.52349e+02     1.00668e+00      -1.521159081e+02         -1.522360726e+02       4.18e-01          -1.503553321e-02
   244     6.100e+01       -1.52383e+02     1.00892e+00      -1.521267055e+02         -1.522355055e+02       4.20e-01          -1.682140874e-02
   245     6.125e+01       -1.52375e+02     1.00891e+00      -1.522655493e+02         -1.522356605e+02       4.21e-01          -7.217819236e-02
   246     6.150e+01       -1.51667e+02     9.73498e-01      -1.521996992e+02         -1.522354824e+02       4.23e-01          -5.716045528e-02
   247     6.175e+01       -1.52313e+02     1.00547e+00      -1.521197654e+02         -1.522348935e+02       4.24e-01          -1.731749251e-02
   248     6.200e+01       -1.52339e+02     1.00719e+00      -1.521647602e+02         -1.522345378e+02       4.26e-01          -3.400931786e-02
   249     6.225e+01       -1.52464e+02     1.01366e+00      -1.522561700e+02         -1.522346476e+02       4.27e-01          -6.794361013e-02
   250     6.250e+01       -1.52167e+02     9.98411e-01      -1.521760393e+02         -1.522343559e+02       4.29e-01          -3.969253290e-02
   251     6.275e+01       -1.51892e+02     9.84860e-01      -1.521991977e+02         -1.522341841e+02       4.30e-01          -6.228125456e-03
   252     6.300e+01       -1.51992e+02     9.89812e-01      -1.522404370e+02         -1.522342147e+02       4.32e-01          -4.502610965e-02
   253     6.325e+01       -1.52001e+02     9.90032e-01      -1.521705757e+02         -1.522339051e+02       4.33e-01          -2.775206962e-02
   254     6.350e+01       -1.51937e+02     9.87031e-01      -1.523194187e+02         -1.522343178e+02       4.34e-01          -6.166714567e-02
   255     6.375e+01       -1.52298e+02     1.00441e+00      -1.524600094e+02         -1.522354207e+02       4.36e-01          -8.842885234e-02
   256     6.400e+01       -1.52095e+02     9.93000e-01      -1.521496712e+02         -1.522350084e+02       4.37e-01          -4.661266393e-02
   257     6.425e+01       -1.52491e+02     1.01330e+00      -1.522123262e+02         -1.522348977e+02       4.39e-01          -5.035555726e-02
   258     6.450e+01       -1.51646e+02     9.71445e-01      -1.522617262e+02         -1.522350226e+02       4.40e-01          -4.888959129e-02
   259     6.475e+01       -1.52624e+02     1.01995e+00      -1.524343780e+02         -1.522359930e+02       4.42e-01          -7.634835666e-02
   260     6.500e+01       -1.52330e+02     1.00402e+00      -1.521984179e+02         -1.522358138e+02       4.43e-01          -1.867203031e-02
   261     6.525e+01       -1.52013e+02     9.88477e-01      -1.522055653e+02         -1.522356725e+02       4.52e-01          -1.492772220e-02
   262     6.550e+01       -1.52158e+02     9.95871e-01      -1.522392725e+02         -1.522356894e+02       4.53e-01          -5.359109296e-02
   263     6.575e+01       -1.52464e+02     1.01123e+00      -1.530822982e+02         -1.522396985e+02       4.55e-01          -2.413234589e-01
   264     6.600e+01       -1.52292e+02     9.98387e-01      -1.524176373e+02         -1.522405266e+02       4.56e-01          -1.076401371e-01
   265     6.625e+01       -1.52667e+02     1.01680e+00      -1.525525000e+02         -1.522419982e+02       4.57e-01          -1.636993647e-01
   266     6.650e+01       -1.51835e+02     9.74294e-01      -1.520482710e+02         -1.522411265e+02       4.59e-01          6.643264463e-03
   267     6.675e+01       -1.52483e+02     1.00795e+00      -1.521291969e+02         -1.522406079e+02       4.60e-01          4.844107218e-03
   268     6.700e+01       -1.52106e+02     9.90069e-01      -1.521310696e+02         -1.522401116e+02       4.62e-01          -4.006231899e-02
   269     6.725e+01       -1.52023e+02     9.86842e-01      -1.521935243e+02         -1.522399021e+02       4.63e-01          -5.784522577e-02
   270     6.750e+01       -1.51969e+02     9.84647e-01      -1.521692928e+02         -1.522395868e+02       4.65e-01          -4.031831019e-02
   271     6.775e+01       -1.52302e+02     1.00173e+00      -1.521972402e+02         -1.522393953e+02       4.66e-01          -2.926315694e-02
   272     6.800e+01       -1.52954e+02     1.03528e+00      -1.523656324e+02         -1.522399826e+02       4.68e-01          -8.220979758e-02
   273     6.825e+01       -1.51894e+02     9.81303e-01      -1.522506225e+02         -1.522400293e+02       4.69e-01          -6.848843112e-02
   274     6.850e+01       -1.52569e+02     1.01509e+00      -1.531162885e+02         -1.522439908e+02       4.71e-01          -3.380020302e-01
   275     6.875e+01       -1.52491e+02     1.00687e+00      -1.523823345e+02         -1.522446084e+02       4.72e-01          -1.148816283e-01
   276     6.900e+01       -1.51786e+02     9.71873e-01      -1.520692138e+02         -1.522438558e+02       4.74e-01          -1.412567361e-03
   277     6.925e+01       -1.51898e+02     9.78720e-01      -1.521052870e+02         -1.522432597e+02       4.75e-01          1.409356043e-03
   278     6.950e+01       -1.52793e+02     1.02467e+00      -1.523544757e+02         -1.522437584e+02       4.76e-01          -5.107322289e-02
   279     6.975e+01       -1.51966e+02     9.82922e-01      -1.521265457e+02         -1.522432564e+02       4.78e-01          -1.445128337e-02
   280     7.000e+01       -1.52206e+02     9.95710e-01      -1.521430559e+02         -1.522428235e+02       4.79e-01          -2.333213492e-02
   281     7.025e+01       -1.51925e+02     9.82524e-01      -1.522294199e+02         -1.522427666e+02       4.88e-01          -4.262465048e-02
   282     7.050e+01       -1.52041e+02     9.88519e-01      -1.522405796e+02         -1.522427573e+02       4.90e-01          -3.815781880e-02
   283     7.075e+01       -1.52670e+02     1.02022e+00      -1.526587306e+02         -1.522445749e+02       4.91e-01          -1.895737485e-01
   284     7.100e+01       -1.52885e+02     1.02924e+00      -1.523818153e+02         -1.522451772e+02       4.93e-01          -9.556316080e-02
   285     7.125e+01       -1.52082e+02     9.88411e-01      -1.521044912e+02         -1.522445868e+02       4.94e-01          -1.607231894e-02
   286     7.150e+01       -1.52032e+02     9.86982e-01      -1.521009785e+02         -1.522439874e+02       4.96e-01          -1.099042770e-02
   287     7.175e+01       -1.51354e+02     9.54995e-01      -1.521028428e+02         -1.522434197e+02       4.97e-01          -1.101069812e-02
   288     7.200e+01       -1.52435e+02     1.00888e+00      -1.522694928e+02         -1.522435301e+02       4.98e-01          -8.067398158e-02
   289     7.225e+01       -1.51735e+02     9.74132e-01      -1.521866838e+02         -1.522432988e+02       5.00e-01          -7.701897258e-02
   290     7.250e+01       -1.51936e+02     9.84320e-01      -1.521699187e+02         -1.522429983e+02       5.01e-01          -3.519491289e-02
   291     7.275e+01       -1.52131e+02     9.94389e-01      -1.520663671e+02         -1.522422708e+02       5.03e-01          6.375134523e-03
   292     7.300e+01       -1.51805e+02     9.79188e-01      -1.522268767e+02         -1.522422086e+02       5.04e-01          -6.584375847e-02
   293     7.325e+01       -1.52263e+02     1.00186e+00      -1.522087798e+02         -1.522420710e+02       5.06e-01          -7.223472843e-02
   294     7.350e+01       -1.51754e+02     9.76776e-01      -1.522678341e+02         -1.522421740e+02       5.07e-01          -1.447680986e-02
   295     7.375e+01       -1.52420e+02     1.00962e+00      -1.523856074e+02         -1.522427641e+02       5.09e-01          -5.646269978e-02
   296     7.400e+01       -1.52477e+02     1.01169e+00      -1.522075995e+02         -1.522426197e+02       5.10e-01          -1.250584591e-02
   297     7.425e+01       -1.52227e+02     9.99324e-01      -1.524034880e+02         -1.522432696e+02       5.11e-01          -1.153436703e-01
   298     7.450e+01       -1.52400e+02     1.00718e+00      -1.523254404e+02         -1.522436028e+02       5.13e-01          -1.005591611e-01
   299     7.475e+01       -1.52299e+02     1.00175e+00      -1.522065746e+02         -1.522434540e+02       5.14e-01          -6.355324027e-02
   300     7.500e+01       -1.52139e+02     9.94065e-01      -1.521397146e+02         -1.522430422e+02       5.16e-01          -2.105637910e-02
   301     7.525e+01       -1.51928e+02     9.84202e-01      -1.521639409e+02         -1.522427325e+02       5.24e-01          -5.328788846e-03
   302     7.550e+01       -1.52119e+02     9.94071e-01      -1.523528601e+02         -1.522431662e+02       5.26e-01          -6.910443346e-02
   303     7.575e+01       -1.52007e+02     9.87937e-01      -1.521609149e+02         -1.522428455e+02       5.27e-01          -2.967328437e-02
   304     7.600e+01       -1.52055e+02     9.90739e-01      -1.522416003e+02         -1.522428407e+02       5.29e-01          -8.481539532e-02
   305     7.625e+01       -1.52351e+02     1.00554e+00      -1.521083974e+02         -1.522423112e+02       5.30e-01          -2.416960847e-02
   306     7.650e+01       -1.52082e+02     9.92738e-01      -1.521239236e+02         -1.522418528e+02       5.32e-01          -4.070378367e-02
   307     7.675e+01       -1.52356e+02     1.00699e+00      -1.521913773e+02         -1.522416553e+02       5.33e-01          -1.997997683e-02
   308     7.700e+01       -1.52301e+02     1.00433e+00      -1.523875592e+02         -1.522422225e+02       5.35e-01          -9.161440232e-02
   309     7.725e+01       -1.52695e+02     1.02345e+00      -1.525096007e+02         -1.522432775e+02       5.36e-01          -1.282671063e-01
   310     7.750e+01       -1.52117e+02     9.92904e-01      -1.523926569e+02         -1.522438471e+02       5.37e-01          -9.458561891e-02
   311     7.775e+01       -1.52252e+02     9.98945e-01      -1.524905937e+02         -1.522447902e+02       5.39e-01          -1.512303331e-01
   312     7.800e+01       -1.52495e+02     1.01006e+00      -1.522567804e+02         -1.522448363e+02       5.40e-01          -8.541092716e-02
   313     7.825e+01       -1.52488e+02     1.00992e+00      -1.521926213e+02         -1.522446361e+02       5.42e-01          -6.003695721e-02
   314     7.850e+01       -1.51521e+02     9.62703e-01      -1.521812221e+02         -1.522444052e+02       5.43e-01          -4.366225255e-02
   315     7.875e+01       -1.52149e+02     9.93937e-01      -1.522159410e+02         -1.522442986e+02       5.45e-01          -6.607477117e-02
   316     7.900e+01       -1.52262e+02     9.99820e-01      -1.521393798e+02         -1.522439047e+02       5.46e-01          -2.012719810e-02
   317     7.925e+01       -1.52526e+02     1.01374e+00      -1.521972119e+02         -1.522437277e+02       5.48e-01          -2.847594335e-02
   318     7.950e+01       -1.51994e+02     9.87398e-01      -1.522140191e+02         -1.522436184e+02       5.49e-01          -4.425044707e-02
   319     7.975e+01       -1.52408e+02     1.00822e+00      -1.522613822e+02         -1.522436848e+02       5.51e-01          -8.005491136e-02
   320     8.000e+01       -1.52669e+02     1.02139e+00      -1.523890288e+02         -1.522442339e+02       5.52e-01          -1.297502308e-01
   321     8.025e+01       -1.52129e+02     9.93466e-01      -1.520986299e+02         -1.522437009e+02       5.63e-01          -1.796590780e-02
   322     8.050e+01       -1.52211e+02     9.98339e-01      -1.523218900e+02         -1.522439875e+02       5.65e-01          -8.174970803e-02
   323     8.075e+01       -1.53052e+02     1.04084e+00      -1.528102384e+02         -1.522461431e+02       5.66e-01          -1.974725113e-01
   324     8.100e+01       -1.52663e+02     1.01793e+00      -1.521975186e+02         -1.522459627e+02       5.68e-01          -2.913673821e-02
   325     8.125e+01       -1.52083e+02     9.89367e-01      -1.522272025e+02         -1.522458954e+02       5.69e-01          -6.830340829e-02
   326     8.150e+01       -1.52126e+02     9.91844e-01      -1.521592820e+02         -1.522455846e+02       5.71e-01          -2.068592451e-02
   327     8.175e+01       -1.52204e+02     9.96352e-01      -1.521292563e+02         -1.522451667e+02       5.72e-01          -1.503603045e-02
   328     8.200e+01       -1.52383e+02     1.00607e+00      -1.525562448e+02         -1.522462909e+02       5.74e-01          -7.421302628e-02
   329     8.225e+01       -1.52818e+02     1.02671e+00      -1.526821052e+02         -1.522478921e+02       5.75e-01          -8.040331226e-02
   330     8.250e+01       -1.53245e+02     1.04677e+00      -1.528334762e+02         -1.522500775e+02       5.76e-01          -1.129965587e-01
   331     8.275e+01       -1.52512e+02     1.00656e+00      -1.522907446e+02         -1.522502229e+02       5.78e-01          -2.211336182e-02
   332     8.300e+01       -1.52622e+02     1.01261e+00      -1.526711164e+02         -1.522517316e+02       5.79e-01          -1.573120145e-01
   333     8.325e+01       -1.52977e+02     1.02919e+00      -1.523880882e+02         -1.522522265e+02       5.81e-01          -1.177889067e-01
   334     8.350e+01       -1.52379e+02     9.98926e-01      -1.522214554e+02         -1.522521185e+02       5.82e-01          -6.150455228e-02
   335     8.375e+01       -1.52583e+02     1.01008e+00      -1.521602623e+02         -1.522517936e+02       5.84e-01          -3.650627874e-02
   336     8.400e+01       -1.52551e+02     1.00957e+00      -1.523759716e+02         -1.522522311e+02       5.85e-01          -8.281454226e-02
   337     8.425e+01       -1.52154e+02     9.89654e-01      -1.522769668e+02         -1.522523162e+02       5.87e-01          -8.852565757e-02
   338     8.450e+01       -1.51986e+02     9.81785e-01      -1.521263250e+02         -1.522518875e+02       5.88e-01          -1.930549070e-02
   339     8.475e+01       -1.52125e+02     9.89788e-01      -1.521860168e+02         -1.522516623e+02       5.89e-01          -7.235503532e-03
   340     8.500e+01       -1.52205e+02     9.94434e-01      -1.520980550e+02         -1.522511365e+02       5.91e-01          -2.048624054e-02
   341     8.525e+01       -1.52359e+02     1.00323e+00      -1.521217685e+02         -1.522506913e+02       5.99e-01          -2.940928135e-02
   342     8.550e+01       -1.52283e+02     1.00029e+00      -1.522822416e+02         -1.522507991e+02       6.00e-01          -7.286823861e-02
   343     8.575e+01       -1.52331e+02     1.00268e+00      -1.521882272e+02         -1.522505854e+02       6.02e-01          -3.820906630e-02
   344     8.600e+01       -1.52462e+02     1.00974e+00      -1.526941638e+02         -1.522521061e+02       6.03e-01          -1.681018905e-01
   345     8.625e+01       -1.52774e+02     1.02343e+00      -1.524112088e+02         -1.522526571e+02       6.04e-01          -1.092143889e-01
   346     8.650e+01       -1.52153e+02     9.91609e-01      -1.521435037e+02         -1.522522921e+02       6.06e-01          -3.296048688e-02
   347     8.675e+01       -1.52285e+02     9.99084e-01      -1.521196992e+02         -1.522518469e+02       6.07e-01          -2.738882313e-02
   348     8.700e+01       -1.52047e+02     9.88154e-01      -1.523413478e+02         -1.522521431e+02       6.09e-01          -8.156415840e-02
   349     8.725e+01       -1.52319e+02     1.00142e+00      -1.522037323e+02         -1.522519813e+02       6.10e-01          -7.115494406e-02
   350     8.750e+01       -1.52355e+02     1.00365e+00      -1.520724170e+02         -1.522513816e+02       6.12e-01          -1.746293923e-03
   351     8.775e+01       -1.52722e+02     1.02332e+00      -1.521603080e+02         -1.522510725e+02       6.13e-01          -6.383249934e-02
   352     8.800e+01       -1.52620e+02     1.01861e+00      -1.523588190e+02         -1.522514353e+02       6.14e-01          -1.357299164e-01
   353     8.825e+01       -1.52071e+02     9.90525e-01      -1.520661831e+02         -1.522508308e+02       6.16e-01          -7.951207401e-05
   354     8.850e+01       -1.51821e+02     9.79177e-01      -1.520828362e+02         -1.522502906e+02       6.17e-01          1.666733099e-02
   355     8.875e+01       -1.52286e+02     1.00299e+00      -1.520845947e+02         -1.522497467e+02       6.19e-01          2.168196727e-03
   356     8.900e+01       -1.52765e+02     1.02805e+00      -1.523408489e+02         -1.522500522e+02       6.20e-01          -7.294015681e-02
   357     8.925e+01       -1.52281e+02     1.00279e+00      -1.521738260e+02         -1.522498037e+02       6.22e-01          -3.051380180e-02
   358     8.950e+01       -1.52205e+02     9.99236e-01      -1.521846775e+02         -1.522495928e+02       6.23e-01          -2.943382254e-02
   359     8.975e+01       -1.52299e+02     1.00415e+00      -1.520883807e+02         -1.522490699e+02       6.24e-01          -2.519417245e-03
   360     9.000e+01       -1.52371e+02     1.00842e+00      -1.520988882e+02         -1.522485823e+02       6.26e-01          -1.131914202e-02
   361     9.025e+01       -1.51930e+02     9.86925e-01      -1.522291781e+02         -1.522485208e+02       6.35e-01          -2.770727772e-02
   362     9.050e+01       -1.52480e+02     1.01426e+00      -1.525031028e+02         -1.522493469e+02       6.37e-01          -9.530600468e-02
   363     9.075e+01       -1.52401e+02     1.00871e+00      -1.522170422e+02         -1.522492430e+02       6.38e-01          -2.970563717e-02
   364     9.100e+01       -1.51961e+02     9.86811e-01      -1.524065923e+02         -1.522497366e+02       6.40e-01          -1.201908371e-01
   365     9.125e+01       -1.52351e+02     1.00536e+00      -1.523207529e+02         -1.522499628e+02       6.41e-01          -9.264844486e-02
   366     9.150e+01       -1.52336e+02     1.00422e+00      -1.522503998e+02         -1.522499642e+02       6.43e-01          -7.419956066e-02
   367     9.175e+01       -1.52222e+02     9.98530e-01      -1.521248743e+02         -1.522495709e+02       6.44e-01          -2.659523039e-02
   368     9.200e+01       -1.52420e+02     1.00911e+00      -1.524532095e+02         -1.522502159e+02       6.45e-01          -1.271975830e-01
   369     9.225e+01       -1.52324e+02     1.00319e+00      -1.522416103e+02         -1.522501889e+02       6.47e-01          -5.359788802e-02
   370     9.250e+01       -1.52465e+02     1.01037e+00      -1.521925703e+02         -1.522500073e+02       6.48e-01          -5.416507591e-02
   371     9.275e+01       -1.52189e+02     9.96829e-01      -1.522335173e+02         -1.522499562e+02       6.50e-01          -4.597576554e-02
   372     9.300e+01       -1.52769e+02     1.02626e+00      -1.521645527e+02         -1.522496845e+02       6.51e-01          -5.714930177e-02
   373     9.325e+01       -1.52338e+02     1.00481e+00      -1.523879247e+02         -1.522501137e+02       6.53e-01          -1.251276961e-01
   374     9.350e+01       -1.52588e+02     1.01674e+00      -1.522223861e+02         -1.522500269e+02       6.54e-01          -3.238471400e-02
   375     9.375e+01       -1.51806e+02     9.77927e-01      -1.522641228e+02         -1.522500692e+02       6.55e-01          -6.474840833e-02
   376     9.400e+01       -1.52405e+02     1.00758e+00      -1.522374951e+02         -1.522500304e+02       6.57e-01          -6.624245764e-02
   377     9.425e+01       -1.52071e+02     9.90960e-01      -1.521271197e+02         -1.522496587e+02       6.58e-01          -2.461564267e-02
   378     9.450e+01       -1.52385e+02     1.00730e+00      -1.520800333e+02         -1.522491388e+02       6.60e-01          -3.506600297e-03
   379     9.475e+01       -1.52326e+02     1.00510e+00      -1.520696460e+02         -1.522485915e+02       6.61e-01          -7.424147792e-03
   380     9.500e+01       -1.51924e+02     9.85888e-01      -1.521594419e+02         -1.522483257e+02       6.63e-01          -2.662706951e-03
   381     9.525e+01       -1.51956e+02     9.87706e-01      -1.522675718e+02         -1.522483830e+02       6.71e-01          -5.713864339e-02
   382     9.550e+01       -1.52235e+02     1.00126e+00      -1.521025314e+02         -1.522479439e+02       6.73e-01          1.975037123e-03
   383     9.575e+01       -1.52164e+02     9.98247e-01      -1.521148942e+02         -1.522475458e+02       6.74e-01          -9.328607582e-03
   384     9.600e+01       -1.52679e+02     1.02473e+00      -1.529321179e+02         -1.522496421e+02       6.75e-01          -2.611116342e-01
   385     9.625e+01       -1.52803e+02     1.02728e+00      -1.526234512e+02         -1.522507861e+02       6.77e-01          -1.877403710e-01
   386     9.650e+01       -1.52149e+02     9.92450e-01      -1.525818248e+02         -1.522517619e+02       6.78e-01          -1.678278013e-01
   387     9.675e+01       -1.52621e+02     1.01471e+00      -1.524123820e+02         -1.522522446e+02       6.80e-01          -1.146564491e-01
   388     9.700e+01       -1.52372e+02     1.00176e+00      -1.523763456e+02         -1.522526116e+02       6.81e-01          -7.658022499e-02
   389     9.725e+01       -1.52139e+02     9.89948e-01      -1.526748748e+02         -1.522538423e+02       6.83e-01          -1.686814017e-01
   390     9.750e+01       -1.52115e+02     9.87104e-01      -1.523708538e+02         -1.522541813e+02       6.84e-01          -1.302442613e-01
   391     9.775e+01       -1.52493e+02     1.00596e+00      -1.521459435e+02         -1.522538627e+02       6.85e-01          -3.436353256e-02
   392     9.800e+01       -1.52282e+02     9.96545e-01      -1.522875166e+02         -1.522539605e+02       6.87e-01          -8.257327016e-02
   393     9.825e+01       -1.52992e+02     1.03288e+00      -1.528897471e+02         -1.522558712e+02       6.88e-01          -1.892054321e-01
   394     9.850e+01       -1.52634e+02     1.01178e+00      -1.524646455e+02         -1.522564840e+02       6.90e-01          -1.150708016e-01
   395     9.875e+01       -1.52342e+02     9.96817e-01      -1.524246121e+02         -1.522569688e+02       6.91e-01          -1.067994264e-01
   396     9.900e+01       -1.52586e+02     1.00894e+00      -1.524130573e+02         -1.522574230e+02       6.93e-01          -8.234723960e-02
   397     9.925e+01       -1.52572e+02     1.00823e+00      -1.523867517e+02         -1.522577980e+02       6.94e-01          -5.231145763e-02
   398     9.950e+01       -1.52289e+02     9.94141e-01      -1.521219301e+02         -1.522574106e+02       6.95e-01          -2.126280251e-02
   399     9.975e+01       -1.51599e+02     9.61820e-01      -1.521453107e+02         -1.522571023e+02       6.97e-01          -2.739205015e-02
   400     1.000e+02       -1.51669e+02     9.66306e-01      -1.521293392e+02         -1.522567502e+02       6.98e-01          -2.229813010e-02
   401     1.002e+02       -1.52255e+02     9.96143e-01      -1.521859112e+02         -1.522565495e+02       7.06e-01          -4.138170641e-02
   402     1.005e+02       -1.51953e+02     9.81965e-01      -1.521752337e+02         -1.522563231e+02       7.08e-01          -3.915362039e-02
   403     1.008e+02       -1.52291e+02     9.99395e-01      -1.521810461e+02         -1.522561104e+02       7.09e-01          -4.980659679e-02
   404     1.010e+02       -1.51630e+02     9.67475e-01      -1.521861336e+02         -1.522559194e+02       7.11e-01          -4.580978887e-02
   405     1.012e+02       -1.52155e+02     9.93760e-01      -1.521715689e+02         -1.522556837e+02       7.12e-01          -3.299351951e-02
   406     1.015e+02       -1.52134e+02     9.93255e-01      -1.521818921e+02         -1.522554781e+02       7.13e-01          -3.426595523e-02
   407     1.018e+02       -1.51880e+02     9.81161e-01      -1.522210570e+02         -1.522553837e+02       7.15e-01          -7.482110002e-02
   408     1.020e+02       -1.52245e+02     9.99429e-01      -1.521832051e+02         -1.522551825e+02       7.16e-01          -4.643055412e-02
   409     1.022e+02       -1.51628e+02     9.69413e-01      -1.520878490e+02         -1.522547313e+02       7.18e-01          -1.804843333e-03
   410     1.025e+02       -1.52398e+02     1.00829e+00      -1.521158095e+02         -1.522543428e+02       7.19e-01          -2.044397805e-02
   411     1.028e+02       -1.51867e+02     9.82449e-01      -1.522502041e+02         -1.522543315e+02       7.21e-01          -5.061585147e-02
   412     1.030e+02       -1.52194e+02     9.98481e-01      -1.520781184e+02         -1.522538462e+02       7.22e-01          -1.307272069e-02
   413     1.032e+02       -1.52271e+02     1.00308e+00      -1.525141167e+02         -1.522545644e+02       7.23e-01          -7.823672551e-02
   414     1.035e+02       -1.52434e+02     1.00973e+00      -1.521748736e+02         -1.522543436e+02       7.25e-01          -4.741396564e-02
   415     1.038e+02       -1.52429e+02     1.00981e+00      -1.522063055e+02         -1.522542109e+02       7.26e-01          -5.310865978e-02
   416     1.040e+02       -1.52125e+02     9.94708e-01      -1.522244699e+02         -1.522541302e+02       7.28e-01          -4.340247080e-02
   417     1.042e+02       -1.52178e+02     9.97387e-01      -1.523038435e+02         -1.522542651e+02       7.29e-01          -7.090874125e-02
   418     1.045e+02       -1.52206e+02     9.98415e-01      -1.521176263e+02         -1.522538949e+02       7.30e-01          -2.314365744e-02
   419     1.048e+02       -1.52038e+02     9.90655e-01      -1.521470071e+02         -1.522536084e+02       7.32e-01          -3.474955575e-02
   420     1.050e+02       -1.52187e+02     9.98477e-01      -1.521007564e+02         -1.522531965e+02       7.33e-01          -1.378110119e-02
